status_group,amount_tsh,gps_height,basin,region,region_code,lga,public_meeting,scheme_management,permit,extraction_type_group,extraction_type_class,management,management_group,payment,quality_group,quantity,source,source_class,waterpoint_type,water_per_person,age_at_inspection,unknown_construction_year
functional needs repair,0.0,0,Lake Rukwa,Mbeya,12,Chunya,True,VWC,True,mono,motorpump,vwc,user-group,pay per bucket,good,enough,machine dbh,groundwater,communal standpipe,0.0,,False
functional needs repair,0.0,0,Lake Victoria,Shinyanga,17,Bariadi,True,WUG,False,nira/tanira,handpump,wug,user-group,other,good,insufficient,shallow well,groundwater,hand pump,0.0,,False
functional needs repair,0.0,0,Lake Victoria,Kagera,18,Bukoba Rural,True,VWC,True,gravity,gravity,vwc,user-group,pay monthly,good,insufficient,river,surface,communal standpipe,0.0,,False
functional needs repair,0.0,1485,Internal,Singida,13,Singida Urban,True,WUG,True,nira/tanira,handpump,wug,user-group,never pay,good,enough,shallow well,groundwater,hand pump,0.0,9.0,False
functional needs repair,0.0,286,Ruvuma / Southern Coast,Lindi,80,Ruangwa,True,Parastatal,False,gravity,gravity,parastatal,parastatal,never pay,good,seasonal,rainwater harvesting,surface,communal standpipe,0.0,8.0,False
functional needs repair,0.0,0,Lake Victoria,Mwanza,17,Magu,,WUG,False,nira/tanira,handpump,wug,user-group,unknown,good,enough,shallow well,groundwater,hand pump,0.0,,False
functional needs repair,6.0,1273,Pangani,Kilimanjaro,3,Moshi Rural,True,Water Board,True,gravity,gravity,water board,user-group,pay per bucket,good,enough,spring,groundwater,communal standpipe,0.3,5.0,False
functional needs repair,0.0,0,Wami / Ruvu,Dodoma,1,Mpwapwa,True,VWC,True,gravity,gravity,vwc,user-group,never pay,good,insufficient,spring,groundwater,communal standpipe,0.0,,False
functional needs repair,0.0,0,Lake Victoria,Shinyanga,17,Bariadi,True,WUG,False,nira/tanira,handpump,wug,user-group,pay when scheme fails,good,insufficient,shallow well,groundwater,hand pump,0.0,,False
functional needs repair,0.0,0,Lake Victoria,Kagera,18,Misenyi,True,VWC,True,other,other,vwc,user-group,never pay,good,insufficient,spring,groundwater,improved spring,0.0,,False
functional needs repair,0.0,0,Lake Nyasa,Mbeya,12,Rungwe,True,VWC,,gravity,gravity,vwc,user-group,never pay,fluoride,enough,river,surface,communal standpipe,0.0,,False
functional needs repair,0.0,0,Wami / Ruvu,Dodoma,1,Dodoma Urban,True,VWC,False,mono,motorpump,vwc,user-group,pay per bucket,good,insufficient,machine dbh,groundwater,communal standpipe multiple,0.0,,False
functional needs repair,0.0,0,Lake Victoria,Kagera,18,Bukoba Rural,True,VWC,True,gravity,gravity,vwc,user-group,never pay,good,enough,spring,groundwater,communal standpipe,0.0,,False
functional needs repair,30.0,58,Ruvuma / Southern Coast,Lindi,80,Lindi Rural,True,VWC,False,submersible,submersible,vwc,user-group,pay per bucket,good,enough,machine dbh,groundwater,communal standpipe multiple,0.12987012987012986,7.0,False
functional needs repair,0.0,0,Lake Victoria,Shinyanga,17,Bariadi,False,WUG,False,swn 80,handpump,wug,user-group,never pay,good,insufficient,shallow well,groundwater,hand pump,0.0,,False
functional needs repair,0.0,0,Lake Tanganyika,Tabora,14,Uyui,,VWC,True,gravity,gravity,vwc,user-group,unknown,good,seasonal,rainwater harvesting,surface,communal standpipe,0.0,,False
functional needs repair,0.0,0,Lake Victoria,Kagera,18,Ngara,True,VWC,False,gravity,gravity,vwc,user-group,never pay,good,enough,spring,groundwater,communal standpipe,0.0,,False
functional needs repair,0.0,-20,Rufiji,Pwani,6,Mafia,True,VWC,False,nira/tanira,handpump,vwc,user-group,never pay,good,enough,machine dbh,groundwater,hand pump,0.0,,False
functional needs repair,0.0,1041,Pangani,Kilimanjaro,3,Moshi Rural,False,VWC,True,gravity,gravity,vwc,user-group,unknown,good,insufficient,spring,groundwater,other,0.0,39.0,False
functional needs repair,0.0,264,Rufiji,Morogoro,5,Kilombero,True,VWC,True,gravity,gravity,vwc,user-group,never pay,good,insufficient,river,surface,communal standpipe,0.0,8.0,False
functional needs repair,0.0,1491,Lake Victoria,Mara,20,Serengeti,True,VWC,,rope pump,rope pump,vwc,user-group,never pay,good,insufficient,shallow well,groundwater,hand pump,0.0,17.0,False
functional needs repair,0.0,0,Lake Victoria,Shinyanga,17,Bariadi,True,Parastatal,False,gravity,gravity,parastatal,parastatal,never pay,good,seasonal,rainwater harvesting,surface,communal standpipe,0.0,,False
functional needs repair,0.0,0,Wami / Ruvu,Dodoma,1,Mpwapwa,True,VWC,True,nira/tanira,handpump,vwc,user-group,pay monthly,good,enough,shallow well,groundwater,hand pump,0.0,,False
functional needs repair,0.0,1536,Pangani,Tanga,4,Lushoto,True,VWC,True,swn 80,handpump,vwc,user-group,never pay,good,enough,shallow well,groundwater,hand pump,0.0,1.0,False
functional needs repair,0.0,732,Pangani,Kilimanjaro,3,Moshi Rural,True,Water authority,True,gravity,gravity,water authority,commercial,pay monthly,good,insufficient,spring,groundwater,communal standpipe,0.0,37.0,False
functional needs repair,200.0,273,Rufiji,Morogoro,5,Kilombero,True,WUA,True,gravity,gravity,vwc,user-group,pay monthly,good,insufficient,river,surface,communal standpipe,0.6666666666666666,13.0,False
functional needs repair,0.0,1550,Internal,Singida,13,Singida Urban,True,WUA,True,other,other,wua,user-group,other,good,seasonal,rainwater harvesting,surface,other,0.0,6.0,False
functional needs repair,500.0,504,Pangani,Kilimanjaro,3,Same,True,Water authority,True,gravity,gravity,vwc,user-group,pay monthly,good,enough,river,surface,communal standpipe,4.166666666666667,1.0,False
functional needs repair,0.0,0,Lake Rukwa,Mbeya,12,Chunya,True,VWC,True,india mark ii,handpump,vwc,user-group,pay per bucket,good,enough,shallow well,groundwater,hand pump,0.0,,False
functional needs repair,250.0,1290,Lake Tanganyika,Kigoma,16,Kasulu,True,Water authority,True,gravity,gravity,vwc,user-group,pay monthly,good,enough,river,surface,communal standpipe multiple,0.5952380952380952,7.0,False
functional needs repair,1200.0,1267,Lake Tanganyika,Kigoma,16,Kasulu,True,Water authority,True,gravity,gravity,water board,user-group,pay annually,good,enough,river,surface,communal standpipe,2.4,36.0,False
functional needs repair,30.0,1086,Lake Rukwa,Rukwa,15,Mpanda,True,Water authority,True,india mark ii,handpump,water authority,commercial,pay per bucket,salty,enough,machine dbh,groundwater,hand pump,0.04,33.0,False
functional needs repair,0.0,0,Rufiji,Mbeya,12,Mbarali,True,VWC,True,gravity,gravity,vwc,user-group,pay annually,good,seasonal,river,surface,communal standpipe,0.0,,False
functional needs repair,0.0,1729,Lake Tanganyika,Kigoma,16,Kasulu,True,Water authority,False,other,other,vwc,user-group,never pay,good,enough,spring,groundwater,improved spring,0.0,17.0,False
functional needs repair,200.0,1849,Rufiji,Iringa,11,Kilolo,True,VWC,True,afridev,handpump,vwc,user-group,pay monthly,good,enough,machine dbh,groundwater,hand pump,2.0,4.0,False
functional needs repair,0.0,0,Lake Rukwa,Mbeya,12,Chunya,True,VWC,True,gravity,gravity,vwc,user-group,pay monthly,good,enough,river,surface,communal standpipe,0.0,,False
functional needs repair,0.0,1045,Pangani,Arusha,2,Meru,True,WUA,False,gravity,gravity,wua,user-group,unknown,good,insufficient,rainwater harvesting,surface,communal standpipe,0.0,5.0,False
functional needs repair,20.0,21,Rufiji,Pwani,60,Rufiji,True,VWC,True,mono,motorpump,vwc,user-group,pay per bucket,good,enough,machine dbh,groundwater,communal standpipe multiple,20.0,8.0,False
functional needs repair,500.0,1030,Lake Tanganyika,Kigoma,16,Kigoma Rural,False,VWC,True,gravity,gravity,vwc,user-group,pay monthly,good,enough,river,surface,communal standpipe multiple,3.4965034965034967,31.0,False
functional needs repair,0.0,0,Lake Nyasa,Mbeya,12,Rungwe,True,VWC,,gravity,gravity,vwc,user-group,never pay,good,enough,spring,groundwater,communal standpipe,0.0,,False
functional needs repair,0.0,0,Internal,Dodoma,1,Kondoa,True,VWC,False,gravity,gravity,vwc,user-group,never pay,good,insufficient,spring,groundwater,communal standpipe,0.0,,False
functional needs repair,0.0,0,Lake Nyasa,Mbeya,12,Rungwe,True,VWC,,gravity,gravity,vwc,user-group,never pay,good,enough,spring,groundwater,communal standpipe,0.0,,False
functional needs repair,0.0,1355,Internal,Manyara,21,Simanjiro,True,Water Board,True,gravity,gravity,vwc,user-group,never pay,good,enough,river,surface,communal standpipe,0.0,8.0,False
functional needs repair,20.0,308,Ruvuma / Southern Coast,Mtwara,9,Tandahimba,True,Water Board,True,submersible,submersible,vwc,user-group,pay per bucket,good,enough,machine dbh,groundwater,communal standpipe,0.1,31.0,False
functional needs repair,0.0,1234,Pangani,Kilimanjaro,3,Moshi Rural,True,VWC,True,gravity,gravity,vwc,user-group,unknown,good,insufficient,spring,groundwater,communal standpipe,0.0,39.0,False
functional needs repair,0.0,0,Lake Victoria,Mwanza,19,Magu,True,,True,nira/tanira,handpump,vwc,user-group,pay when scheme fails,good,insufficient,shallow well,groundwater,hand pump,0.0,,False
functional needs repair,20.0,473,Ruvuma / Southern Coast,Mtwara,90,Newala,True,VWC,False,submersible,submersible,vwc,user-group,pay per bucket,good,insufficient,machine dbh,groundwater,communal standpipe,0.0625,11.0,False
functional needs repair,0.0,0,Lake Victoria,Kagera,18,Karagwe,True,,True,gravity,gravity,other,other,never pay,good,unknown,rainwater harvesting,surface,communal standpipe,0.0,,False
functional needs repair,0.0,1299,Pangani,Kilimanjaro,3,Moshi Rural,False,VWC,True,gravity,gravity,vwc,user-group,never pay,good,insufficient,spring,groundwater,other,0.0,41.0,False
functional needs repair,0.0,0,Lake Nyasa,Mbeya,12,Rungwe,True,VWC,,gravity,gravity,vwc,user-group,never pay,fluoride,enough,river,surface,communal standpipe,0.0,,False
functional needs repair,0.0,189,Wami / Ruvu,Morogoro,5,Morogoro Rural,True,VWC,True,nira/tanira,handpump,vwc,user-group,pay monthly,salty,enough,shallow well,groundwater,hand pump,0.0,11.0,False
functional needs repair,300.0,778,Lake Tanganyika,Kigoma,16,Kigoma Rural,False,VWC,True,gravity,gravity,vwc,user-group,pay monthly,good,enough,spring,groundwater,communal standpipe,1.3636363636363635,7.0,False
functional needs repair,0.0,0,Lake Victoria,Mwanza,19,Magu,True,,True,nira/tanira,handpump,vwc,user-group,never pay,good,insufficient,shallow well,groundwater,hand pump,0.0,,False
functional needs repair,0.0,0,Lake Victoria,Mwanza,19,Magu,True,,True,nira/tanira,handpump,vwc,user-group,pay monthly,salty,insufficient,shallow well,groundwater,hand pump,0.0,,False
functional needs repair,0.0,1398,Pangani,Kilimanjaro,3,Moshi Rural,True,VWC,True,gravity,gravity,vwc,user-group,never pay,good,insufficient,spring,groundwater,other,0.0,41.0,False
functional needs repair,500.0,1066,Lake Rukwa,Rukwa,15,Mpanda,True,VWC,True,other,other,vwc,user-group,pay annually,salty,seasonal,unknown,unknown,other,0.9090909090909091,12.0,False
functional needs repair,1000.0,1516,Pangani,Kilimanjaro,3,Same,True,Water authority,True,gravity,gravity,vwc,user-group,pay annually,good,enough,spring,groundwater,communal standpipe,20.0,18.0,False
functional needs repair,0.0,0,Lake Victoria,Shinyanga,17,Bariadi,False,WUG,False,nira/tanira,handpump,wug,user-group,never pay,good,enough,shallow well,groundwater,hand pump,0.0,,False
functional needs repair,0.0,0,Rufiji,Mbeya,12,Mbarali,True,VWC,True,gravity,gravity,vwc,user-group,pay monthly,good,insufficient,river,surface,communal standpipe,0.0,,False
functional needs repair,0.0,0,Lake Victoria,Kagera,18,Karagwe,True,WUG,True,gravity,gravity,vwc,user-group,never pay,good,enough,spring,groundwater,communal standpipe,0.0,,False
functional needs repair,250.0,1244,Lake Tanganyika,Kigoma,16,Kasulu,True,Water authority,True,gravity,gravity,water board,user-group,pay monthly,good,insufficient,river,surface,communal standpipe multiple,0.31645569620253167,14.0,False
functional needs repair,500.0,1032,Lake Nyasa,Ruvuma,10,Namtumbo,True,VWC,True,gravity,gravity,vwc,user-group,pay annually,good,enough,river,surface,communal standpipe,4.166666666666667,2.0,False
functional needs repair,0.0,0,Rufiji,Mbeya,12,Mbarali,True,WUA,True,gravity,gravity,wua,user-group,pay monthly,good,insufficient,river,surface,communal standpipe,0.0,,False
functional needs repair,250.0,1300,Lake Tanganyika,Kigoma,16,Kasulu,True,Water authority,True,gravity,gravity,water board,user-group,pay monthly,good,enough,river,surface,communal standpipe,0.4807692307692308,29.0,False
functional needs repair,2500.0,401,Ruvuma / Southern Coast,Mtwara,90,Newala,True,VWC,False,submersible,submersible,vwc,user-group,pay annually,good,enough,machine dbh,groundwater,communal standpipe,6.25,27.0,False
functional needs repair,0.0,562,Wami / Ruvu,Morogoro,5,Mvomero,True,VWC,True,gravity,gravity,vwc,user-group,never pay,good,enough,river,surface,communal standpipe,0.0,37.0,False
functional needs repair,200.0,281,Rufiji,Morogoro,5,Kilombero,True,WUA,True,gravity,gravity,vwc,user-group,pay monthly,good,insufficient,river,surface,communal standpipe,0.8,33.0,False
functional needs repair,0.0,1228,Internal,Arusha,2,Ngorongoro,True,VWC,True,gravity,gravity,vwc,user-group,never pay,good,enough,spring,groundwater,communal standpipe multiple,0.0,40.0,False
functional needs repair,250.0,1178,Lake Tanganyika,Kigoma,16,Kasulu,True,Water authority,True,gravity,gravity,vwc,user-group,pay monthly,good,enough,river,surface,communal standpipe multiple,1.016260162601626,13.0,False
functional needs repair,0.0,0,Lake Victoria,Shinyanga,17,Shinyanga Rural,False,Parastatal,True,other,other,parastatal,parastatal,never pay,good,seasonal,rainwater harvesting,surface,communal standpipe multiple,0.0,,False
functional needs repair,0.0,0,Internal,Dodoma,1,Kondoa,True,VWC,False,gravity,gravity,vwc,user-group,never pay,good,enough,spring,groundwater,communal standpipe multiple,0.0,,False
functional needs repair,0.0,0,Lake Victoria,Shinyanga,17,Bariadi,True,WUG,False,nira/tanira,handpump,wug,user-group,other,good,insufficient,shallow well,groundwater,hand pump,0.0,,False
functional needs repair,0.0,1178,Internal,Arusha,2,Longido,True,VWC,,gravity,gravity,vwc,user-group,pay when scheme fails,good,insufficient,river,surface,communal standpipe,0.0,28.0,False
functional needs repair,0.0,0,Lake Victoria,Shinyanga,17,Bariadi,True,WUG,False,nira/tanira,handpump,wug,user-group,other,good,enough,shallow well,groundwater,hand pump,0.0,,False
functional needs repair,500.0,1547,Rufiji,Iringa,11,Njombe,True,WUA,True,gravity,gravity,wua,user-group,pay monthly,good,insufficient,river,surface,communal standpipe,3.8461538461538463,27.0,False
functional needs repair,500.0,1034,Lake Tanganyika,Kigoma,16,Kigoma Rural,True,VWC,True,gravity,gravity,vwc,user-group,pay monthly,good,enough,river,surface,communal standpipe,8.333333333333334,31.0,False
functional needs repair,0.0,858,Pangani,Kilimanjaro,3,Moshi Rural,False,VWC,True,gravity,gravity,vwc,user-group,unknown,good,insufficient,spring,groundwater,other,0.0,38.0,False
functional needs repair,0.0,342,Wami / Ruvu,Morogoro,5,Mvomero,True,VWC,True,nira/tanira,handpump,vwc,user-group,never pay,salty,insufficient,shallow well,groundwater,other,0.0,15.0,False
functional needs repair,0.0,2253,Internal,Manyara,21,Babati,True,VWC,True,gravity,gravity,vwc,user-group,never pay,good,enough,spring,groundwater,communal standpipe,0.0,15.0,False
functional needs repair,0.0,287,Wami / Ruvu,Morogoro,5,Morogoro Rural,True,VWC,True,gravity,gravity,vwc,user-group,never pay,good,insufficient,river,surface,communal standpipe,0.0,39.0,False
functional needs repair,0.0,1698,Lake Tanganyika,Kigoma,16,Kasulu,True,Water authority,True,gravity,gravity,water board,user-group,never pay,good,enough,spring,groundwater,improved spring,0.0,8.0,False
functional needs repair,0.0,0,Lake Victoria,Shinyanga,17,Bariadi,False,WUG,False,swn 80,handpump,wug,user-group,never pay,good,enough,shallow well,groundwater,hand pump,0.0,,False
functional needs repair,0.0,386,Ruvuma / Southern Coast,Mtwara,90,Masasi,True,VWC,True,gravity,gravity,vwc,user-group,never pay,good,enough,spring,groundwater,communal standpipe,0.0,11.0,False
functional needs repair,0.0,1549,Lake Tanganyika,Kigoma,16,Kasulu,True,Water authority,True,gravity,gravity,water board,user-group,never pay,good,enough,spring,groundwater,communal standpipe,0.0,24.0,False
functional needs repair,0.0,951,Pangani,Arusha,2,Meru,True,WUA,False,gravity,gravity,wua,user-group,unknown,good,insufficient,rainwater harvesting,surface,communal standpipe,0.0,6.0,False
functional needs repair,0.0,0,Wami / Ruvu,Dodoma,1,Dodoma Urban,True,VWC,False,mono,motorpump,vwc,user-group,pay per bucket,salty,insufficient,machine dbh,groundwater,communal standpipe multiple,0.0,,False
functional needs repair,50.0,1205,Internal,Singida,13,Iramba,True,Parastatal,True,submersible,submersible,parastatal,parastatal,pay per bucket,good,enough,machine dbh,groundwater,communal standpipe multiple,0.2702702702702703,8.0,False
functional needs repair,0.0,0,Lake Victoria,Mwanza,19,Ilemela,True,VWC,True,other,other,vwc,user-group,never pay,good,enough,shallow well,groundwater,other,0.0,,False
functional needs repair,500.0,228,Ruvuma / Southern Coast,Mtwara,90,Masasi,True,VWC,True,gravity,gravity,vwc,user-group,pay monthly,good,enough,spring,groundwater,communal standpipe,9.433962264150944,9.0,False
functional needs repair,0.0,0,Internal,Dodoma,1,Kondoa,True,VWC,False,gravity,gravity,vwc,user-group,never pay,good,insufficient,spring,groundwater,communal standpipe,0.0,,False
